ORDER_NUM,TRX_DT,RAW_TRX_DT,PRICE,CALC_VALUE,CALC_FORMULA,EXCEL_FORMULA,MEAN,SQUARE_OF_DIFF
"0","2020/08/28","8/28/2020 12:00:00 AM","$7.870","0.0284","Natural Logarithm ($7.8700 / $7.6500)","=ln(D490/D489)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G490-H490)*(G490-H490)"
"0","2020/09/04","9/4/2020 12:00:00 AM","$8.230","0.0447","Natural Logarithm ($8.2300 / $7.8700)","=ln(D491/D490)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G491-H491)*(G491-H491)"
"0","2020/09/11","9/11/2020 12:00:00 AM","$7.725","-0.0633","Natural Logarithm ($7.7250 / $8.2300)","=ln(D492/D491)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G492-H492)*(G492-H492)"
"0","2020/09/18","9/18/2020 12:00:00 AM","$7.780","0.0071","Natural Logarithm ($7.7800 / $7.7250)","=ln(D493/D492)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G493-H493)*(G493-H493)"
"0","2020/09/25","9/25/2020 12:00:00 AM","$7.000","-0.1056","Natural Logarithm ($7.0000 / $7.7800)","=ln(D494/D493)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G494-H494)*(G494-H494)"
"0","2020/10/02","10/2/2020 12:00:00 AM","$7.510","0.0703","Natural Logarithm ($7.5100 / $7.0000)","=ln(D495/D494)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G495-H495)*(G495-H495)"
"0","2020/10/09","10/9/2020 12:00:00 AM","$7.760","0.0327","Natural Logarithm ($7.7600 / $7.5100)","=ln(D496/D495)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G496-H496)*(G496-H496)"
"0","2020/10/16","10/16/2020 12:00:00 AM","$7.860","0.0128","Natural Logarithm ($7.8600 / $7.7600)","=ln(D497/D496)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G497-H497)*(G497-H497)"
"0","2020/10/23","10/23/2020 12:00:00 AM","$8.260","0.0496","Natural Logarithm ($8.2600 / $7.8600)","=ln(D498/D497)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G498-H498)*(G498-H498)"
"0","2020/10/30","10/30/2020 12:00:00 AM","$8.460","0.0239","Natural Logarithm ($8.4600 / $8.2600)","=ln(D499/D498)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G499-H499)*(G499-H499)"
"0","2020/11/06","11/6/2020 12:00:00 AM","$8.260","-0.0239","Natural Logarithm ($8.2600 / $8.4600)","=ln(D500/D499)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G500-H500)*(G500-H500)"
"0","2020/11/13","11/13/2020 12:00:00 AM","$9.170","0.1045","Natural Logarithm ($9.1700 / $8.2600)","=ln(D501/D500)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G501-H501)*(G501-H501)"
"0","2020/11/20","11/20/2020 12:00:00 AM","$9.580","0.0437","Natural Logarithm ($9.5800 / $9.1700)","=ln(D502/D501)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G502-H502)*(G502-H502)"
"0","2020/11/27","11/27/2020 12:00:00 AM","$9.940","0.0369","Natural Logarithm ($9.9400 / $9.5800)","=ln(D503/D502)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G503-H503)*(G503-H503)"
"0","2020/12/04","12/4/2020 12:00:00 AM","$10.420","0.0472","Natural Logarithm ($10.4200 / $9.9400)","=ln(D504/D503)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G504-H504)*(G504-H504)"
"0","2020/12/11","12/11/2020 12:00:00 AM","$10.260","-0.0155","Natural Logarithm ($10.2600 / $10.4200)","=ln(D505/D504)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G505-H505)*(G505-H505)"
"0","2020/12/18","12/18/2020 12:00:00 AM","$10.110","-0.0147","Natural Logarithm ($10.1100 / $10.2600)","=ln(D506/D505)","=SUM(G$3:G$506)/COUNT(G$3:G$506)","=(G506-H506)*(G506-H506)"

"10","","12/31/2231 12:00:00 AM","Weekly SD:","0.0340","Standard Deviation (Natural Logarithm (Closing Price / Previous Closing Price))","","","=SQRT(SUM(I3:I506)/(COUNT(I3:I506)-1))"
"20","","12/31/2231 12:00:00 AM","Annualized SD:","0.2451","Standard Deviation (Natural Logarithm (Closing Price / Previous Closing Price)) X sqrt(52)","","","=I507*SQRT(52)"

"© This spreadsheet was generated from GEMSᵖᵐ: https://www.gemspm.com, and is copyrighted under Canadian, US and International laws."
Report Generated: Report; Generated on 2021/01/11 at 2:31
